City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
698,Severnoye,RU,56.3491,78.3619,57.07,97,8,5.35,clear sky
699,Key Largo,US,25.0865,-80.4473,94.98,62,19,7.9,few clouds
700,Leshukonskoye,RU,64.8989,45.7622,54.07,97,61,3.96,broken clouds
701,Novo Aripuana,BR,-5.1206,-60.3797,94.71,26,16,2.51,few clouds
702,Espanola,US,35.9911,-106.0806,91.27,30,70,12.95,broken clouds
703,Manzanillo,CU,20.3433,-77.1167,91.69,54,4,4.63,clear sky
704,Ahtopol,BG,42.1,27.95,77.47,87,0,4.38,light rain
705,Krasnokamensk,RU,50.0979,118.0369,48.94,90,7,6.38,clear sky
706,Dakoro,NE,14.5106,6.765,89.55,43,95,6.71,overcast clouds
707,Lasa,IT,46.6166,10.7002,63.48,93,100,4.23,overcast clouds
708,Deputatskiy,RU,69.3,139.9,43.74,83,100,6.73,overcast clouds
709,Port Blair,IN,11.6667,92.75,82.09,81,100,17.16,overcast clouds
710,Dingzhou,CN,38.5131,114.9956,78.91,88,0,6.55,clear sky
711,Pishin,PK,30.5803,66.9961,79.07,19,0,3.58,clear sky
712,Antofagasta,CL,-23.65,-70.4,66.22,65,26,9.46,scattered clouds
713,Erzincan,TR,39.75,39.5,68.0,71,39,3.36,scattered clouds
714,Napier,NZ,-39.4833,176.9167,46.24,98,95,1.99,overcast clouds
715,Birao,CF,10.2849,22.7882,72.88,89,66,3.83,light rain
716,Ostrovnoy,RU,68.0531,39.5131,46.58,95,99,5.01,overcast clouds
717,Digha,IN,21.6833,87.55,81.46,84,100,9.55,overcast clouds
718,Inta,RU,66.0317,60.1659,55.96,56,100,11.32,overcast clouds
719,Waddan,LY,29.1614,16.139,92.89,13,0,6.69,clear sky
720,Anahuac,MX,27.2333,-100.15,100.38,29,46,9.62,scattered clouds
721,Pontarlier,FR,46.8333,6.25,57.16,85,100,2.84,light rain
722,Bakel,SN,14.905,-12.4568,88.88,56,56,4.45,broken clouds
723,Nehe,CN,48.4833,124.8333,56.77,95,100,11.59,overcast clouds
724,Sabana Grande De Boya,DO,18.945,-69.7933,86.5,77,45,7.2,scattered clouds
725,Udachnyy,RU,66.4167,112.4,62.15,42,6,5.17,clear sky
726,Tinaquillo,VE,9.9186,-68.3047,79.29,80,74,5.73,broken clouds
